aff_raw,count
"School of information and Electronics, Beijing Institute of Technology, China",1
"National Key Laboratory of Fundamental Algorithms and Models for Engineering Numerical Simulation, Sichuan University",1
National Healthcare Group,1
Green Triangle Forest Industries Hub,1
Fraunhofer AISEC,1
"Ningbo University, Ningbo, China",1
University of Washington Seattle,1
Gatik AI,1
"Department of Management Science and Systems, University at Buffalo, Buffalo, New York, United States",1
"Jianghuai Advance Technology Center, Hefei, China",1
"Fuxi AI Lab, NetEase Inc.‡",1
Mohammed Bin Rashid University of Medicine and Health Sciences,1
"Computer Science and Engineering, Hong Kong University of Science and Technology",1
"Department of Preventive and Population Medicine, Tan Tock Seng Hospital",1
"Department of Endocrinology, Tan Tock Seng Hospital",1
"InnoPeak Technology, USA",1
"Mila - Québec AI Institute, Université de Montréal, Montréal, Canada",1
"Huaiyin Institute of Technology, China",1
"University of Newcastle-upon-Tyne, UK",1
"The Jacobs Technion-Cornell Institute, Cornell Tech",1
"College of Computing and Data Science, Nanyang Technological University, Singapore, Singapore",1
"Department of Computer and Information Science, University of Pennsylvania, Philadelphia, PA 19104-6309 USA",1
"College of Medical Information Engineering, Guangdong Pharmaceutical University",1
Whisper Bond Technologies Inc.,1
"School of Information Technology & Management, University of International Business and Economics, Beijing, China",1
"Shenzhen Research Institute of Big Data, The Chinese University of Hong Kong, Shenzhen (CUHK-Shenzhen), China",1
"Lawrence Berkeley National Laboratory, Berkeley, CA, USA",1
"University of California, Merced, CA, USA",1
"Department of Data Science, George Washington University, Washington, D.C., U.S.A.",1
"China Academy of Aerospace Science and Innovation, Beijing, China",1
"Yunnan University, China",1
"2Multimodal Experiences Research Lab, Dolby Laboratories",1
National Key Laboratory of Science and Technology on Automatic Target Recognition,1
Federal University of Minas Gerais Department of Vegetation Biology,1
"State Key Lab. for Novel Software Technology, Nanjing University, China",1
"School of Computer Science & Technology, Beijing Jiaotong University, China",1
"School of Information and Electrical Engineering, China Agricultural University, China",1
MODULABS,1
"Key Laboratory for Artificial Intelligence and International Communication, Hunan Normal University",1
"Machine Learning Department, Mohamed bin Zayed University of Artificial Intelligence, United Arab Emirates",1
"AIIS, ASRI and INMC, Seoul National University",1
"School of Computer Science and Engineering, Soongsil University",1
The University of Virginia,1
"Engineering Research Center of Blockchain Application, Supervision And Management (Southeast University), Ministry of Education, Nanjing, China",1
"Center for Scientific Research and Development in Higher Education Institutes, Ministry of Education",1
GuangDong Engineering Technology Research Center of Intelligent Service of Urban and Rural Planning and Construction,1
"Zhejiang Key Laboratory of Intelligent Education Technology and Application, Zhejiang Normal University, Jinhua, China",1
"School of Information, Central University of Finance and Economics, Beijing, China",1
"Faculty of Science and Technology, University of Macau, Macau",1
"National Superior College for Engineers, Beihang University, China",1
"Department of Data Science, City University of Hong Kong",1
"Aircraft Swarm Intelligent Sensing and Cooperative Control Key Laboratory of Sichuan Province, China",1
"Department of Linguistics and Modern Languages, The Chinese University of Hong Kong",1
CRRC Zhuzhou Institute,1
"3Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China",1
"National Key Lab for Novel Software Technology, Nanjing University, Nanjing, China",1
"School of Computer Science and Artiﬁcial Intelligence & Beijing Key Laboratory of Commercial Data Security Protection and Intelligent Governance, Beijing Technology and Business University, Beijing, China",1
"Department of Software and Computer Engineering, Ajou University, Suwon, Republic of Korea",1
"The AI Lab Inc., Seoul, Republic of Korea",1
"Department of Artificial Intelligence, Ajou University, Suwon, Republic of Korea",1
"School of Computer Science, University of Nottingham Malaysia",1
"Department of Computer Science and Engineering, University of Shanghai for Science and Technology, Shanghai, China",1
"GVC Lab, Great Bay University, Dongguan, China",1
"Research Network Data Science University of Vienna, Vienna, Austria",1
"Zhejiang Institute of Optoelectronics, Jinhua, China",1
"School of Cyber Science and Technology, Sun Yat-Sen University, Shenzhen, China",1
"Department of Computer Science, University of York, York, United Kingdom",1
"Department of Electrical and Computer Engineering, Georgia Institute of Technology, USA",1
"School of Computing and Communication, Lancaster University, Lancaster, UK",1
"Department of Mathematics, University of California, Berkeley, CA 94720, US",1
"Department of Mathematics, National University of Defense Technology, Changsha, 410073, China",1
"JPMorgan AI Research, London, UK",1
"Cognition and Intelligent Technology Laboratory, Fudan University, Shanghai, China",1
"Institute of Metaverse & Intelligent Medicine, Fudan University, Shanghai, China",1
"Institute of Applied Artificial Intelligence of the Guangdong-Hong Kong-Macao Greater Bay Area, Shenzhen Polytechnic University, Shenzhen, China",1
"3National Engineering Research Center For Software Engineering, Peking University, Beijing, China",1
"7Department of Computing, The Hong Kong Polytechnic University, Hong Kong S.A.R.",1
Shanghai Astronomical Observatory,1
"Department of Electronic Engineering, Chinese University of Hong Kong",1
"Department of Mechanical Systems Engineering, Nagoya University",1
"School of Intelligent Systems Engineering, Shenzhen Campus of Sun Yat-sen University, Shenzhen, 518107, China",1
"School of Biological Science and Medical Engineering, Beihang University, Beijing, 100191, China",1
"National Superior College for Engineers,Beihang University, Beijing, 100191, China",1
"Duke Kunshan University, Suzhou, China",1
"Department of Electrical Engineering and Computer Science, University of Kansas, USA",1
"Institute of Information Systems and Applications, National Tsing Hua University",1
"Department of Industrial Engineering and Engineering Management, National Tsing Hua University",1
"Department of Strategic and Advanced Interdisciplinary Research, Peng Cheng Laboratory, Shenzhen, China",1
"School of Artificial Intelligence, Dalian Maritime University",1
"CDT in Distributed Algorithms, School of EEECS, University of Liverpool, UK",1
"Department of Computer Science and Engineering & MoE Key Lab of AI, Shanghai Jiao Tong University, China",1
"CMAR, Institute for Artiﬁcial Intelligence, Peking University",1
"School of Communication and Information Engineering, Chongqing University of Posts and Telecommunications",1
"Department of Biomedical Engineering, Sun-Yat-sen University",1
"Guangxi Key Lab of Human-machine Interaction and Intelligent Decision, Nanning, China",1
SwatchOn,1
School of Computing at University of Utah,1
"Reconova Technologies Co., Ltd., China",1
"Department of Computer Sciences, University of Liverpool, Liverpool, UK",1
"Oosto, Belfast, U.K., BT1 2BE",1
"School of Engineering and Informatics, University of Sussex, UK",1
"School of System Design and Intelligent Manufacturing, Southern University of Science and Technology, China",1
"WeBank-NTU Joint Research Institute on Fintech, Nanyang Technological University, Singapore",1
"Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly, Nanyang Technological University, Singapore",1
"Stevens Institute of Technology, Hoboken, New Jersey, USA",1
Washington University at St. Louis,1
"Imperial College London, United Kingdom of Great Britain and Northern Ireland",1
"Cixi Institute of Biomedical Engineering, Ningbo Institute of Materials Technology and Engineering, CAS, Cixi, China",1
"Remark AI UK Limited, London, UK",1
"College of Physics and Electronic Engineering, Shanxi University",1
"Department of Industrial and Systems Engineering, University of Wisconsin-Madison",1
"Electrical Engineering and Computer Science Department, University of Michigan, Ann Arbor, MI, USA",1
"Computer Science Department, Worcester Polytechnic Institute",1
Microsoft Belgium,1
"The Department of Computer and Information Science, University of Pennsylvania",1
"College of Science and Engineering, James Cook University",1
"HilstLab, Peter Faber Business School, Australian Catholic University",1
"School of Mathematics and Statistics, Fuzhou University",1
"Theoretical Computer Science, Technische Universit ¨at Dresden, Dresden, Germany",1
"Lehigh University, Bethlehem, PA",1
"School of Artiﬁcial Intelligence, Hebei University of Technology",1
"Paiou Cloud Computing (Shanghai) Co., Ltd, Shanghai, China",1
"Tianjin University of Finance and Economics, Tianjin, China",1
"Department of Computer Science, Stanford University, Stanford, CA 94305, USA",1
"ETH Z¨urich, Z¨urich, Switzerland",1
"IBM Technology, Z¨urich, Switzerland",1
"School of Computer Science and Engineering, Beijing Technology and Business University",1
"Center for AI Fundamentals, The University of Manchester, UK",1
"2Haihe Laboratory of Information Technology Application Innovation, China",1
School of Mathematics and Statistics,1
"School of Life Sciences, Tiangong University, Tianjin, 300387, China",1
"School of Software, Tiangong University, Tianjin, 300387, China",1
"School of Information Science and Technology, Qiongtai Normal University, Haikou, 571127",1
"MoE Key Lab of High Confidence Software Technologies, Peking University",1
"Fowler College of Business, San Diego State University",1
"Penn State University, State College, USA",1
China Academy of Aerospace Science and Innovation,1
"School of Engineering, Hong Kong University of Science and Technology, Hong Kong",1
"School of Computer Science, University of Technology Sydney, Ultimo, NSW 2007, Australia",1
"School of Information and Communication Engineering, Communication University of China, Beijing, China",1
"Department of Software and Computer Engineering, Ajou University, South Korea",1
"University of Adelaide, Australian Institute for Machine Learning",1
"School of Artificial Intelligence, Tiangong University, Tianjin, 300387, China",1
"Mary Lou Fulton Teachers College, Arizona State University, USA",1
"Shandong Provincial Key Laboratory of Computer Networks, Shandong Fundamental Research Center for Computer Science, Jinan, China",1
"Network Technologies Next Generation R&D, Turkcell Technology, Istanbul, Turkey",1
